TIPO_ID;ID;COD_CIIU;SECTOR_CIIU;MACROSECTOR;COLOR_SECTOR;OFICINA_ASIGNACION;UBICACION;FECHA_REVISION_PC;FAMILIA;SINO_ROTATIVA;MONEDA; FAMILIA_APROBADO ; FAMILIA_UTILIZADO ; DISPONIBLE ; SALDO_CAPITAL ; VENTAS 2020 ; VENTAS 2021 ;NIVEL DE CONFIANZA;CALIFICACIÓN_DE RIESG;CLAS_EMPRESA
C;501;90;COMIDAS RAPIDAS Y RESTAURANTES;OTROS;Rojo;967;Medellin;30/06/2022;OP.PLAZO;SI;COP; $ 40.100.000 ; $ 40.100.000 ; $ - ; $ - ; $ 23.856.237 ; $ 14.982.827 ;MEDIO;3,70;CORPORATIVO
N;502;4632;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1880;Cali;31/12/2022;OP.PLAZO;NO;COP; $ 6.227.000 ; $ 25.000.000 ; $ - ; $ 2.054.193 ; $ 120.233.192 ; $ 127.912.897 ;ALTO;5,62;CORPORATIVO
N;503;4659;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1216;Cali;30/11/2022;CAMPAÑA_COMERCIA;SI;COP; $ 20.123.000 ; $ 8.624.158 ; $ 11.498.842 ; $ 8.624.158 ; $ 848.102.269 ; $ 845.040.136 ;ALTO;4,49;CORPORATIVO
N;504;4530;AUTOPARTES (PRODUCCION Y COMERCIALIZACION);OTROS;Amarillo;1181;Bogota, D.C.;30/11/2022;CAPITAL_TRABAJO;SI;COP; $ 820.000.000 ; $ 325.333.333 ; $ 205.472.225 ; $ 140.910.644 ; $ 210.731.554 ; $ 515.031.560 ;ALTO;5,39;CORPORATIVO
N;505;4663;COMERCIO DE MATERIALES DE CONSTRUCCION;COMERCIO;Verde;1197;Armenia;31/01/2023;CAMPAÑA_COMERCIA;NO;COP; $ 194.691.000 ; $ 194.690.793 ; $ 207 ; $ 86.823.931 ; $ 1.957.918.264 ; $ 3.432.052.125 ;ALTO;5,48;CORPORATIVO
N;506;9603;SERVICIOS FUNERARIOS;SERVICIOS;Naranja1;1189;Bogota, D.C.;31/01/2023;CAPITAL_TRABAJO;SI;COP; $ 1.200.000.000 ; $ 600.000.000 ; $ 600.000.000 ; $ 19.493 ; $ 693.000 ; $ 10.147.000 ;MEDIO;3,76;CORPORATIVO
N;507;4761;PRODUCTOS EDITORIALES (PRODUCCION Y COMERCIALIZACION);INDUSTRIA;Rojo;1231;Popayan;31/07/2022;CAPITAL_TRABAJO;SI;COP; $ 200.000.000 ; $ 40.992.495 ; $ 59.007.511 ; $ 40.992.495 ; $ 91.145.656 ; $ 122.794.568 ;ALTO;4,07;CORPORATIVO
N;508;4752;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1322;Bogota, D.C.;30/06/2022;OP.PLAZO;NO;COP; $ 100.000.000 ; $ 100.000.000 ; $ - ; $ 98.333.332 ; $ 22.960.207 ; $ 68.014.029 ;ALTO;5,02;CORPORATIVO
C;509;113;EXPLOTACIONES AGROPECUARIAS;OTROS;Verde;149;Villapinzon;31/12/2022;CAPITAL_TRABAJO;SI;COP; $ 110.000.000 ; $ 5.100.000 ; $ 4.900.000 ; $ 86.322 ; $ - ; $ 196.010.258 ;MEDIO;4,27;CORPORATIVO
N;510;4651;HARDWARE Y SOFTWARE (INCLUYE EQUIPO DE OFICINA);INDUSTRIA;Verde;1294;Bogota, D.C.;31/01/2023;CAPITAL_TRABAJO;SI;COP; $ 157.200.000 ; $ 37.200.000 ; $ - ; $ - ; $ 21.577.418 ; $ 10.579.100 ;MEDIO;2,37;CORPORATIVO
N;511;2029;QUIMICOS Y AGROQUIMICOS (PRODUCCION Y COMERCIALIZACION);INDUSTRIA;Verde;1748;Bogota, D.C.;31/01/2023;CAPITAL_TRABAJO;SI;COP; $ 300.000.000 ; $ 235.800.000 ; $ 64.200.000 ; $ 30.878.602 ; $ 476.287.282 ; $ 774.060.017 ;ALTO;5,01;CORPORATIVO
N;512;4754;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1191;Bogota, D.C.;31/12/2022;OP.PLAZO;NO;COP; $ 300.000.000 ; $ - ; $ 300.000.000 ;; $ 344.167.601 ; $ 300.903.450 ;ALTO;5,39;CORPORATIVO
N;513;4752;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1797;Bogota, D.C.;31/12/2022;CAPITAL_TRABAJO;SI;COP; $ 500.000.000 ; $ 127.499.995 ; $ 91.702.390 ; $ 67.499.995 ; $ 36.936.465 ; $ 134.165.746 ;ALTO;5,32;CORPORATIVO
N;514;4530;TELECOMUNICACIONES EN GENERAL (INCLUYE REDES Y EQUIPOS);OTROS;Verde;1117;Bogota, D.C.;31/01/2023;CAPITAL_TRABAJO;SI;COP; $ - ; $ 1.106.173.129 ;-$ 1.106.173.129 ; $ 1.106.173.129 ; $ 184.208.142 ; $ 17.612.725 ;MEDIO;2,39;CORPORATIVO
N;516;4752;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1439;Bogota, D.C.;31/05/2022;CAPITAL_TRABAJO;SI;COP; $ 264.500.000.000 ; $ - ; $ 42.927.058.723 ;; $ - ; $ 697.649.060.447 ;BAJO;2,04;CORPORATIVO
N;517;2221;PLASTICOS Y CAUCHO DISTINTO DE LLANTAS (PRODUCCION Y COMERCIALIZACION);INDUSTRIA;Verde;1732;Soacha;30/11/2022;OP.PLAZO;NO;COP; $ 1.000.000 ; $ 2.952.527.901 ; $ - ;; $ 436.690.008 ; $ 3.331.217.968 ;ALTO;5,38;CORPORATIVO
N;518;4741;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1725;Bogota, D.C.;31/01/2023;CAPITAL_TRABAJO;SI;COP; $ 200.000.000 ; $ - ; $ 200.000.000 ;; $ 4.831.966.800 ; $ 24.357.579.337 ;ALTO;4,88;CORPORATIVO
N;519;4530;AUTOPARTES (PRODUCCION Y COMERCIALIZACION);OTROS;Amarillo;350;Villavicencio;31/01/2023;OP.PLAZO;SI;COP; $ 180.000.000 ; $ 180.000.000 ; $ - ; $ 180.000.000 ; $ 1.012.353.455 ; $ 1.702.894.237 ;ALTO;5,29;CORPORATIVO
N;520;4721;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;414;Magangue;31/01/2023;CAPITAL_TRABAJO;SI;COP; $ 300.000.000 ; $ 100.000.000 ; $ 200.000.000 ; $ - ; $ 321.523.461 ; $ 600.107.232 ;ALTO;5,50;CORPORATIVO
N;521;1410;CONFECCIONES;OTROS;Naranja1;1297;Bogota, D.C.;30/06/2022;CAMPAÑA_COMERCIA;NO;COP; $ 58.600.000 ; $ - ; $ 58.600.000 ;; $ 64.878.406 ; $ 142.023.264 ;ALTO;4,84;CORPORATIVO
N;522;4711;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;882;Bogota, D.C.;31/12/2022;CAMPAÑA_COMERCIA;NO;COP; $ 410.000.000 ; $ - ; $ 410.000.000 ;; $ 3.123.635.021 ; $ 20.874.902.396 ;ALTO;4,37;CORPORATIVO
N;523;9329;ENTRETENIMIENTO;OTROS;Rojo;1184;Sogamoso;31/12/2022;OP.PLAZO;NO;COP; $ 2.130.540.000 ; $ 3.963.719.000 ; $ - ; $ 1.928.089.445 ; $ 2.738.674.273 ; $ 6.352.302.863 ;ALTO;4,94;CORPORATIVO
N;524;8621;SERVICIOS DE SALUD;SERVICIOS;Verde;1955;Valledupar;31/12/2022;OP.PLAZO;NO;COP; $ 150.000.000 ; $ 150.000.000 ; $ - ; $ 150.000.000 ; $ 27.863.958 ; $ 74.207.210 ;ALTO;2,93;CORPORATIVO
N;525;4664;QUIMICOS Y AGROQUIMICOS (PRODUCCION Y COMERCIALIZACION);INDUSTRIA;Verde;1727;Mosquera;31/01/2023;CAPITAL_TRABAJO;SI;COP; $ 1.500.000.000 ; $ - ; $ 1.500.000.000 ;; $ 179.610.766 ; $ 188.591.304 ;BAJO;0,56;CORPORATIVO
N;526;4652;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1187;Villavicencio;31/08/2022;CAPITAL_TRABAJO;SI;COP; $ 50.000.000 ; $ 50.000.000 ; $ - ; $ 47.946.672 ; $ 1.748.782.822 ; $ 921.415.238 ;ALTO;4,34;CORPORATIVO
N;528;4921;TRANSPORTE PASAJEROS;TRANSPORTE;Naranja2;1217;San Juan De Pasto;28/02/2023;OP.PLAZO;NO;COP; $ 1.001.383.000 ; $ 1.481.428.888 ; $ - ; $ 1.001.382.976 ; $ - ; $ 217.009.151 ;MEDIO;2,12;CORPORATIVO
N;529;4511;COMERCIO EQUIPO DE TRANSPORTE (INCLUYE CONCESIONARIOS AUTOMOTORES);COMERCIO;Amarillo;1736;Bogota, D.C.;28/02/2023;CAMPAÑA_COMERCIA;NO;COP; $ 161.321.000 ; $ - ; $ 161.321.000 ;; $ 56.330.554 ; $ 30.026.251 ;ALTO;3,72;CORPORATIVO
N;530;4511;COMERCIO EQUIPO DE TRANSPORTE (INCLUYE CONCESIONARIOS AUTOMOTORES);COMERCIO;Amarillo;833;Cali;31/05/2022;CAPITAL_TRABAJO;SI;COP; $ 1.200.000.000 ; $ 1.200.000.000 ; $ - ; $ 1.080.257.278 ; $ 2.197.905.613 ; $ 1.368.354.952 ;ALTO;4,84;CORPORATIVO
N;531;4511;COMERCIO EQUIPO DE TRANSPORTE (INCLUYE CONCESIONARIOS AUTOMOTORES);COMERCIO;Amarillo;833;Cali;31/05/2022;CAMPAÑA_COMERCIA;NO;COP; $ 710.000.000 ; $ - ; $ 710.000.000 ;; $ 2.197.905.613 ; $ 1.368.354.952 ;ALTO;4,84;CORPORATIVO
N;532;8610;SERVICIOS DE SALUD;SERVICIOS;Verde;1395;Santa Marta;31/03/2017;OP.PLAZO;NO;COP; $ 297.952.000 ; $ - ; $ 297.952.000 ;; $ 37.984.357 ; $ 70.820.450 ;ALTO;5,58;CORPORATIVO
C;533;4752;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;278;Cartago;30/04/2018;CAPITAL_TRABAJO;SI;COP; $ 200.000.000 ; $ - ; $ 200.000.000 ;; $ 13.634.300 ; $ 14.316.015 ;BAJO;0,50;CORPORATIVO
N;534;4690;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1685;Bogota, D.C.;30/06/2018;CAPITAL_TRABAJO;SI;COP; $ 5.000.000 ; $ 1 ; $ 4.999.999 ; $ - ; $ 76.742.463 ; $ 133.384.025 ;ALTO;5,44;CORPORATIVO
N;535;4721;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1194;Planeta rica;31/08/2018;CAPITAL_TRABAJO;SI;COP; $ - ; $ - ;-$ 50.000.000 ;; $ 26.453.815 ; $ 27.776.506 ;BAJO;0,50;CORPORATIVO
N;536;8621;SERVICIOS DE SALUD;SERVICIOS;Verde;1509;Medellin;30/09/2018;OP.PLAZO;NO;COP; $ 337.827.000 ; $ 880.000.000 ; $ - ; $ - ; $ 20.916.053 ; $ 11.516.833 ;ALTO;3,64;CORPORATIVO
C;537;4799;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;46;Bogota, D.C.;30/09/2018;OP.PLAZO;NO;COP; $ 15.000.000 ; $ 15.000.000 ; $ - ;; $ 57.414.750 ; $ 55.442.530 ;ALTO;5,52;CORPORATIVO
N;539;4530;AUTOPARTES (PRODUCCION Y COMERCIALIZACION);OTROS;Amarillo;1328;Bogota, D.C.;30/11/2018;OP.PLAZO;SI;COP; $ 20.000.000 ; $ - ; $ 20.000.000 ;; $ 194.859.770 ; $ 169.789.269 ;ALTO;4,27;CORPORATIVO
C;540;4530;IMPRESION EDITORIAL;OTROS;Rojo;592;Sincelejo;30/11/2018;OP.PLAZO;SI;COP; $ 100.000.000 ; $ - ; $ 100.000.000 ;; $ 64.788.133 ; $ 115.220.824 ;ALTO;5,08;CORPORATIVO
C;541;5613;COMIDAS RAPIDAS Y RESTAURANTES;OTROS;Rojo;1264;Bogota, D.C.;31/01/2018;CAMPAÑA_COMERCIA;SI;COP; $ 100.000 ; $ - ; $ 100.000 ;; $ 12.420.550 ; $ 13.041.578 ;MEDIO;0,89;CORPORATIVO
N;542;4773;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;1876;Barranquilla;31/12/2018;OP.PLAZO;NO;COP; $ 40.000.000 ; $ 40.000.000 ; $ - ;; $ - ; $ 4.751.000 ;BAJO;1,37;CORPORATIVO
N;543;4752;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1299;Bogota, D.C.;31/12/2018;CAMPAÑA_COMERCIA;SI;COP; $ 58.393.679 ; $ - ; $ 58.393.679 ;; $ 292.834.153 ; $ 411.014.030 ;ALTO;5,03;CORPORATIVO
N;544;4774;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;26;Bogota, D.C.;30/11/2018;OP.PLAZO;NO;COP; $ 70.000.000 ; $ 189.800.000 ;-$ 119.800.000 ; $ 50.542.626 ; $ 115.156.500 ; $ 213.015.742 ;ALTO;5,48;CORPORATIVO
C;545;4723;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;437;Bogota, D.C.;30/11/2018;CAPITAL_TRABAJO;SI;COP; $ 1.100.000 ; $ 957.554 ; $ 142.446 ; $ 957.554 ; $ 67.351.100 ; $ 17.042.386 ;MEDIO;2,40;CORPORATIVO
N;546;8622;SERVICIOS DE SALUD;SERVICIOS;Verde;1886;Medellin;31/01/2019;CAPITAL_TRABAJO;SI;COP; $ 85.000.000 ; $ 40.000.000 ; $ 45.000.000 ; $ 20.599.489 ; $ 247.502.642 ; $ 452.980.725 ;ALTO;5,37;CORPORATIVO
N;547;4541;COMERCIO EQUIPO DE TRANSPORTE (INCLUYE CONCESIONARIOS AUTOMOTORES);COMERCIO;Amarillo;286;El Carmen De Bolivar;28/02/2019;CAMPAÑA_COMERCIA;NO;COP; $ 14.500.000 ; $ - ; $ 14.500.000 ;; $ 36.371.000 ; $ 38.189.550 ;BAJO;0,43;CORPORATIVO
N;549;5513;HOTELERIA;INDUSTRIA;Rojo;2021;Bogota, D.C.;30/06/2019;CAMPAÑA_COMERCIA;NO;COP; $ 13.000.000 ; $ - ; $ 13.000.000 ;; $ 36.744.598 ; $ 146.536.649 ;ALTO;4,70;CORPORATIVO
C;550;10;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;168;Casabe;31/07/2019;CAPITAL_TRABAJO;SI;COP; $ 5.000.000 ; $ 38.080.630 ;-$ 33.080.630 ; $ 18.080.630 ; $ 28.554.961 ; $ 14.844.469 ;ALTO;2,68;CORPORATIVO
C;551;10;AUTOPARTES (PRODUCCION Y COMERCIALIZACION);OTROS;Amarillo;614;Cucuta;30/06/2019;CAPITAL_TRABAJO;SI;COP; $ 40.000.000 ; $ 40.000.000 ; $ - ; $ 16.824.274 ; $ 8.403.000 ; $ 9.894.000 ;ALTO;3,16;CORPORATIVO
N;552;4771;COMERCIO TEXTILES Y CONFECCIONES;COMERCIO;Naranja1;1933;Cali;31/07/2019;CAPITAL_TRABAJO;SI;COP; $ 200.000.000 ; $ 58.993.792 ; $ 141.006.208 ; $ 34.852.776 ; $ 30.574.280 ; $ 56.382.950 ;MEDIO;1,98;CORPORATIVO
N;553;4771;COMERCIO TEXTILES Y CONFECCIONES;COMERCIO;Naranja1;1299;Bogota, D.C.;30/11/2019;CAPITAL_TRABAJO;SI;COP; $ 90.000.000 ; $ - ; $ 90.000.000 ;; $ 218.084.719 ; $ 416.680.240 ;ALTO;4,83;CORPORATIVO
C;554;4723;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;92;Bogota, D.C.;31/01/2019;OP.PLAZO;SI;COP; $ 25.000.000 ; $ - ; $ - ;; $ 100.798.900 ; $ 101.936.267 ;ALTO;4,50;CORPORATIVO
C;555;4659;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;1885;Santa elena;31/10/2019;CAMPAÑA_COMERCIA;NO;COP; $ 29.126.730 ; $ 100.000.000 ;-$ 70.873.270 ; $ 59.374.994 ; $ 484.651.872 ; $ 348.363.430 ;ALTO;4,73;CORPORATIVO
N;556;4752;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1291;Bogota, D.C.;31/10/2019;CAMPAÑA_COMERCIA;NO;COP; $ 47.649.500 ; $ - ; $ 47.649.500 ;; $ 3.355.000 ; $ 8.329.734 ;MEDIO;3,84;CORPORATIVO
N;557;9412;OTRAS ORGANIZACIONES;OTROS;Naranja2;43;Bogota, D.C.;31/10/2019;CAPITAL_TRABAJO;SI;COP; $ 20.000.000 ; $ - ; $ 20.000.000 ;; $ 2.046.775 ; $ 1.550.690 ;BAJO;1,30;CORPORATIVO
C;559;4773;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;1689;Bogota, D.C.;30/04/2019;CAPITAL_TRABAJO;SI;COP; $ 75.000.000 ; $ 100.000 ; $ 74.900.000 ; $ - ; $ 45.573.000 ; $ 175.600.650 ;ALTO;5,43;CORPORATIVO
N;560;8610;SERVICIOS DE SALUD;SERVICIOS;Verde;1735;Bogota, D.C.;31/01/2020;OP.PLAZO;NO;COP; $ 2.022.000 ; $ - ; $ - ;; $ 16.200.300 ; $ 17.639.600 ;ALTO;4,25;CORPORATIVO
N;562;6820;ACTIVIDADES INMOBILIARIAS;OTROS;Naranja2;2056;Barrancabermeja;29/02/2020;CAPITAL_TRABAJO;SI;COP; $ 70.000.000 ; $ - ; $ 70.000.000 ;; $ 5.926.820 ; $ 14.140.009 ;ALTO;4,82;CORPORATIVO
N;563;5611;COMIDAS RAPIDAS Y RESTAURANTES;OTROS;Rojo;1875;Barranquilla;29/02/2020;CAPITAL_TRABAJO;SI;COP; $ 20.000.000 ; $ 10.000.000 ; $ 10.000.000 ; $ 7.907.035 ; $ 431.002.811 ; $ 1.046.928.449 ;ALTO;5,01;CORPORATIVO
N;564;4721;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;2027;Villavicencio;29/02/2020;CAPITAL_TRABAJO;SI;COP; $ 97.000.000 ; $ 20.000.000 ; $ 77.000.000 ; $ - ; $ 7.495.399 ; $ 7.870.169 ;BAJO;0,50;CORPORATIVO
N;565;7500;SERVICIOS DE SALUD;SERVICIOS;Verde;389;Cartagena;29/02/2020;CAMPAÑA_COMERCIA;NO;COP; $ 5.336.100 ; $ 44.119.482 ;-$ 38.783.382 ; $ 11.754.816 ; $ 248.391.935 ; $ 260.811.532 ;BAJO;1,29;CORPORATIVO
C;566;5611;COMIDAS RAPIDAS Y RESTAURANTES;OTROS;Rojo;609;Cali;31/08/2019;OP.PLAZO;NO;COP; $ - ; $ 1 ; $ - ;; $ 113.835.701 ; $ 244.313.892 ;ALTO;4,97;CORPORATIVO
N;567;4520;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1328;Bogota, D.C.;30/09/2019;CAPITAL_TRABAJO;SI;COP; $ 10.000.000 ; $ - ; $ 10.000.000 ;; $ 13.368.804 ; $ 508.586.148 ;ALTO;5,08;CORPORATIVO
N;568;5511;HOTELERIA;INDUSTRIA;Rojo;1296;Bogota, D.C.;30/06/2020;CAMPAÑA_COMERCIA;NO;COP; $ 55.500.000 ; $ - ; $ 55.500.000 ;; $ 606.320.850 ; $ 1.465.045.658 ;ALTO;4,36;CORPORATIVO
N;570;4723;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;804;Puerto Gaitan;31/07/2020;OP.PLAZO;SI;COP; $ 180.000.000 ; $ 29.999.986 ; $ 150.000.014 ; $ 29.999.986 ; $ 187.310.450 ; $ 230.249.700 ;ALTO;5,45;CORPORATIVO
N;571;4774;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;2021;Bogota, D.C.;30/09/2020;CAMPAÑA_COMERCIA;NO;COP; $ 312.076.750 ; $ - ; $ 312.076.750 ;; $ 254.323.167 ; $ 442.532.276 ;ALTO;4,51;CORPORATIVO
C;574;4663;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;640;Villeta;30/11/2020;OP.PLAZO;SI;COP; $ 250.000.000 ; $ - ; $ 250.000.000 ;; $ 1.128.500 ; $ 1.184.925 ;BAJO;1,21;CORPORATIVO
N;575;7911;AGENCIAS DE VIAJES;OTROS;Rojo;1288;Cali;30/11/2020;CAPITAL_TRABAJO;SI;COP; $ 40.000.000 ; $ 30.000.000 ; $ 10.000.000 ; $ - ; $ 388.206.070 ; $ 5.100.000 ;MEDIO;0,82;CORPORATIVO
N;576;4711;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1874;Bogota, D.C.;30/11/2020;OP.PLAZO;SI;COP; $ 50.000.000 ; $ - ; $ 50.000.000 ;; $ 363.980.086 ; $ 636.074.145 ;ALTO;5,52;CORPORATIVO
N;577;7490;SERVICIOS DE SALUD;SERVICIOS;Verde;1569;Bogota, D.C.;30/11/2020;CAMPAÑA_COMERCIA;NO;COP; $ 171.750.000 ; $ - ; $ 171.750.000 ;; $ - ; $ 6.349.357 ;BAJO;1,50;CORPORATIVO
N;578;4759;ELECTRODOMESTICOS (PRODUCCION Y COMERCIALIZACION);OTROS;Verde;1191;Bogota, D.C.;31/01/2021;CAPITAL_TRABAJO;SI;COP; $ 15.000.000 ; $ 15.000.000 ; $ - ; $ 3.223.462 ; $ 42.440.886 ; $ 44.562.930 ;BAJO;0,50;CORPORATIVO
N;579;1630;MADERA (EXPLOTACION Y PROCESAMIENTO);INDUSTRIA;Verde;1569;Bogota, D.C.;31/01/2021;CAMPAÑA_COMERCIA;NO;COP; $ 139.297.975 ; $ - ; $ 139.297.975 ;; $ 154.430.437 ; $ 6.586.021 ;MEDIO;1,36;CORPORATIVO
N;580;4659;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1569;Bogota, D.C.;31/10/2020;OP. MESA DE DINERO;SI;COP; $ 50.000.000 ; $ - ; $ 50.000.000 ;; $ - ; $ 7.497.001 ;BAJO;0,89;CORPORATIVO
N;581;4330;SERVICIOS DE INGENIERIA;SERVICIOS;Naranja1;1316;Bogota, D.C.;31/12/2020;CAMPAÑA_COMERCIA;NO;COP; $ 5.885.000 ; $ - ; $ 5.885.000 ;; $ 118.716.865 ; $ 135.721.841 ;ALTO;5,27;CORPORATIVO
C;582;4781;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;402;Santuario;31/03/2021;CAPITAL_TRABAJO;SI;COP; $ 1.000.000 ; $ 8.500.000 ;-$ 7.500.000 ; $ 1.075.434 ; $ 663.450 ; $ 2.031.000 ;MEDIO;4,67;CORPORATIVO
C;583;7490;AUTOPARTES (PRODUCCION Y COMERCIALIZACION);OTROS;Amarillo;2057;Bogota, D.C.;31/03/2021;CAPITAL_TRABAJO;SI;COP; $ 40.000.000 ; $ - ; $ 40.000.000 ;; $ 145.257.825 ; $ 152.520.716 ;BAJO;0,38;CORPORATIVO
N;584;4520;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1288;Cali;28/02/2021;CAPITAL_TRABAJO;SI;COP; $ - ; $ - ; $ - ;; $ 11.845.174 ; $ 12.437.433 ;BAJO;1,26;CORPORATIVO
C;585;8621;SERVICIOS DE SALUD;SERVICIOS;Verde;1647;Bogota, D.C.;31/10/2020;OP.PLAZO;NO;COP; $ 29.000.000 ; $ 13.424.707 ; $ 15.575.293 ;; $ 40.109.800 ; $ 227.432.705 ;ALTO;5,10;CORPORATIVO
N;586;4773;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;1689;Bogota, D.C.;30/11/2020;OP.PLAZO;NO;COP; $ 150.000.000 ; $ 150.000.000 ; $ - ; $ 79.999.996 ; $ 74.887.900 ; $ 27.331.880 ;ALTO;3,41;CORPORATIVO
N;587;4752;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;289;Candelaria;31/03/2021;OP.PLAZO;NO;COP; $ 90.000.000 ; $ 90.000.000 ; $ - ; $ 39.878.176 ; $ 71.534.050 ; $ 138.935.934 ;ALTO;5,41;CORPORATIVO
C;588;4541;COMERCIO EQUIPO DE TRANSPORTE (INCLUYE CONCESIONARIOS AUTOMOTORES);COMERCIO;Amarillo;2018;Envigado;30/04/2020;CAPITAL_TRABAJO;SI;COP; $ - ; $ - ; $ - ;; $ 27.538.459 ; $ 41.845.255 ;ALTO;5,40;CORPORATIVO
C;589;4711;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;124;Anolaima;31/07/2021;CAPITAL_TRABAJO;SI;COP; $ 220.000.000 ; $ - ; $ 108.235.770 ;; $ 599.580.997 ; $ 656.020.631 ;ALTO;4,75;CORPORATIVO
C;590;10;BUFETES;OTROS;Amarillo;1561;Bogota, D.C.;31/05/2021;CAPITAL_TRABAJO;SI;COP; $ 80.000.000 ; $ - ; $ 80.000.000 ;; $ 3.615.001.391 ; $ 6.634.353.719 ;ALTO;5,36;CORPORATIVO
C;591;7490;TRANSPORTE MARITIMO (INCLUYE LOGISTICA DE PUERTO);TRANSPORTE;Amarillo;1026;Cartagena;31/01/2021;OP.PLAZO;NO;COP; $ 163.955.000 ; $ 199.500.000 ; $ - ; $ 154.604.917 ; $ 6.785.000 ; $ 7.124.250 ;BAJO;0,38;CORPORATIVO
N;592;4641;COMERCIO DE MATERIALES DE CONSTRUCCION;COMERCIO;Verde;1158;Bogota, D.C.;30/04/2021;OP.PLAZO;NO;COP; $ 12.053.000 ; $ - ; $ 12.053.000 ;; $ 614.629 ; $ 20.468.450 ;MEDIO;2,68;CORPORATIVO
N;596;1312;TEXTILES;OTROS;Naranja1;1888;Medellin;31/08/2020;OP.PLAZO;NO;COP; $ 76.708.000 ; $ 263.000.000 ; $ - ; $ 48.583.406 ; $ 12.424.422 ; $ 9.978.848 ;MEDIO;2,62;CORPORATIVO
C;597;5611;COMIDAS RAPIDAS Y RESTAURANTES;OTROS;Rojo;578;San Francisco De Quibdo;31/12/2020;CAPITAL_TRABAJO;SI;COP; $ 100.000 ; $ 50.000.000 ;-$ 49.900.000 ; $ - ; $ 22.708.667 ; $ 31.219.500 ;ALTO;3,99;CORPORATIVO
N;598;4390;COMBUSTIBLES LUBRICANTES (PRODUCCION Y COMERCIALIZACION);COMERCIO;Verde;1196;Valledupar;31/10/2021;OP.PLAZO;NO;COP; $ 142.837.000 ; $ 164.990.000 ; $ - ; $ 105.349.393 ; $ 405.521 ; $ 1.411.160 ;BAJO;1,88;CORPORATIVO
N;599;4752;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;798;Subachoque;31/10/2021;OP.PLAZO;SI;COP; $ - ; $ - ; $ - ;; $ 711.581.342 ; $ 1.284.791.613 ;ALTO;5,46;CORPORATIVO
N;600;4641;COMERCIO TEXTILES Y CONFECCIONES;COMERCIO;Naranja1;1288;Cali;31/08/2021;CAMPAÑA_COMERCIA;NO;COP; $ 480.092.000 ; $ 474.053.470 ; $ 6.038.530 ; $ 313.426.695 ; $ 1.963.150 ; $ 241.367.615 ;MEDIO;3,50;CORPORATIVO
N;601;9511;SERVICIOS DE REPARACION Y MANTENIMIENTO;SERVICIOS;Amarillo;1214;Cali;30/11/2021;OP.PLAZO;SI;COP; $ 600.000.000 ; $ 420.052.076 ; $ 179.947.924 ; $ 420.052.076 ; $ - ; $ 67.730.331 ;MEDIO;4,15;CORPORATIVO
C;602;5619;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;530;Riohacha;30/11/2021;CAPITAL_TRABAJO;SI;COP; $ 50.200.000 ; $ 50.000.496 ; $ 199.504 ; $ 496 ; $ 73.147.437 ; $ 76.804.809 ;BAJO;1,30;CORPORATIVO
